0,업종,상호명,시도,구,도로명,주소,x,y
266,마트·편의점,농업회사법인주식회사냠냠,대구,북구,학정로,17(태전동),128.544475,35.91464224
267,마트·편의점,농업회사법인주식회사대성,대구,북구,매천로18길,34B2층(매천동),128.5432494,35.90086265
268,마트·편의점,농업회사법인주식회사덕수,대구,북구,팔달로27길,11-2(노원동3가),128.5653623,35.88999984
269,마트·편의점,농업회사법인주식회사바른농산,대구,북구,장태실2길,17-32(팔달동),128.5386034,35.89585116
270,마트·편의점,농업회사법인주식회사성진한우,대구,북구,도남길,59-1(국우동),128.5807899,35.95417429
271,마트·편의점,농업회사법인주식회사신라농산,대구,북구,칠곡중앙대로,"526,씨-이호(읍내동,칠곡시장)",128.551221,35.94252496
272,마트·편의점,농업회사법인주식회사일품농산,대구,북구,칠곡중앙대로,"526디삼호(읍내동,칠곡시장)",128.551221,35.94252496
273,마트·편의점,농업회사법인한수팜주식회사,대구,북구,옥산로5길,15(노원동1가),128.5797733,35.88765928
274,마트·편의점,농촌사람들,대구,북구,태전로1길,"20,1층(태전동)",128.5438701,35.92027974
275,마트·편의점,농촌사람들,대구,북구,산격로북9길,"1,1층(산격동)",128.6026744,35.89516292
276,마트·편의점,농축산한아름마트,대구,북구,호국로43길,8-12(서변동),128.5986684,35.92167749
277,마트·편의점,농협40번대교상회,대구,북구,매천로18길,34(매천동),128.5432494,35.90086265
278,마트·편의점,농협경제지주북대구공판장,대구,북구,매천로18길,34(매천동),128.5432494,35.90086265
279,마트·편의점,누리상사,대구,북구,팔달로33길,41-10(노원동3가),128.5662832,35.89012084
280,마트·편의점,뉴월드마트(NEWWORLDMART),대구,북구,대현로3길,5-50(대현동),128.6029124,35.88752169
281,마트·편의점,뉴홈마트,대구,북구,관음중앙로,100(관음동),128.545093,35.94284777
282,마트·편의점,느티나무농장,대구,북구,도곡길,33(서변동),128.5958248,35.9292517
283,마트·편의점,늘싱싱야채가게,대구,북구,대동로1길,31(산격동),128.6105787,35.89880471
284,마트·편의점,다온축산유통,대구,북구,구리로,203(국우동),128.5765152,35.94921978
285,마트·편의점,다인건어물,대구,북구,칠성시장로,28(칠성동1가),128.604501,35.87697957
286,마트·편의점,다인상회,대구,북구,칠성시장로,34(칠성동1가),128.6039134,35.87702959
287,마트·편의점,다해수산,대구,북구,사수로,547(팔달동),128.5365322,35.895378
288,마트·편의점,달공상회,대구,북구,매전로,"73,104동602호(태전동,태전휴먼시아1단지)",128.5439121,35.91294335
289,마트·편의점,달구벌청과,대구,북구,칠성남로43길,"9,1층(칠성동1가)",128.6029523,35.87678344
290,마트·편의점,닭고기백화점,대구,북구,팔거천동로4길,31(구암동),128.5547486,35.92664989
291,마트·편의점,닭쟁이푸드(food),대구,북구,매천로2길,41-15(팔달동),128.5455554,35.89757102
292,마트·편의점,담비고기마트,대구,북구,학정로,522-11층(학정동),128.5655292,35.95108144
293,마트·편의점,담찬한우축산물백화점,대구,북구,학정동,940-2번지,128.5662391,35.95175929
294,마트·편의점,대가야양식장민물장어직판장,대구,북구,동천로,53(동천동),128.5593566,35.93634567
295,마트·편의점,대감상회,대구,북구,매천로18길,34중앙청과108호(매천동),128.5432494,35.90086265
296,마트·편의점,대게빵빵,대구,북구,중앙대로,519(칠성동2가),128.5953546,35.87941618
297,마트·편의점,대경과일,대구,북구,관음중앙로28길,"1,1층(관음동)",128.5472267,35.94492138
298,마트·편의점,대경과일,대구,북구,칠성남로,211(칠성동1가),128.6033699,35.87648364
299,마트·편의점,대경농산,대구,북구,칠성시장로,"34,라동14호(칠성동1가)",128.6039134,35.87702959
300,마트·편의점,대경마트,대구,북구,영송로,"85제상가동2층201호(태전동,한신중앙아파트)",128.5426126,35.93279682
301,마트·편의점,대경마트,대구,북구,연암공원로30길,8(산격동),128.6064427,35.90049568
302,마트·편의점,대경미트,대구,북구,학정로42길,"51,1층(구암동)",128.5595075,35.92741423
303,마트·편의점,대경상회,대구,북구,매천로18길,"34,B동1층73호(매천동,농산물도매시장관련상가)",128.5432494,35.90086265
304,마트·편의점,대경상회,대구,북구,칠성시장로7길,12(칠성동1가),128.6034205,35.87612638
305,마트·편의점,대경축산연경점,대구,북구,연경지묘로,7(연경동),128.6142154,35.94211949
306,마트·편의점,대경축산칠곡식육점,대구,북구,구암로17길,36(읍내동),128.5523978,35.9344759
307,마트·편의점,대교수산,대구,북구,환성정길,37(서변동),128.5936951,35.92445424
308,마트·편의점,대교푸드,대구,북구,환성정길,37(서변동),128.5936951,35.92445424
309,마트·편의점,대구경북원예농업협동조합,대구,북구,매천로18길,34(매천동),128.5432494,35.90086265
310,마트·편의점,대구농산물,대구,북구,칠성동,1가.,128.6042645,35.87560804
311,마트·편의점,대구닭집,대구,북구,칠성시장로,15(칠성동1가),128.6044034,35.87543145
312,마트·편의점,대구상회,대구,북구,노원로,14-1(노원동3가),128.5650274,35.89077054
313,마트·편의점,대구상회,대구,북구,칠성동,1가276-102,128.6041498,35.87719306
314,마트·편의점,대구상회,대구,북구,칠성시장로,"28,C동1층15호(칠성동1가)",128.604501,35.87697957
315,마트·편의점,대구수산,대구,북구,칠성시장로,"69,1층(칠성동2가)",128.6018187,35.87984811
316,마트·편의점,대구수산(주),대구,북구,매천로,63(매천동),128.5400701,35.90261817
317,마트·편의점,대구수산(주),대구,북구,매천로,63(매천동),128.5400701,35.90261817
318,마트·편의점,대구수산협동조합,대구,북구,동북로,"15,1층(산격동)",128.5950272,35.90167094
319,마트·편의점,마트·편의점,대구,북구,동암로38길,"9-26,1층(구암동)",128.5705957,35.94211336
320,마트·편의점,민들레식육점,대구,북구,검단로,255민들레1동102호(검단동),128.6281406,35.91633576
321,마트·편의점,민들레식품,대구,북구,검단로49길,16(검단동),128.6281815,35.91552148
322,마트·편의점,민물수산,대구,북구,칠곡중앙대로105길,2(읍내동),128.5502536,35.94295739
323,마트·편의점,민성,대구,북구,공평로,"135나동15호(칠성동2가,대성아파트)",128.6009046,35.8764512
324,마트·편의점,민속축산,대구,북구,서변로9길,5(서변동),128.5958933,35.91991566
325,마트·편의점,민지고등어,대구,북구,칠성시장로,34(칠성동1가),128.6039134,35.87702959
326,마트·편의점,민지과일,대구,북구,칠성시장로,19(칠성동1가),128.6040649,35.87571938
